Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
Returning Visitor,fiostrending.verizon.com / referral,JM,mobile,1,1,6,0,0
Returning Visitor,fiostrending.verizon.com / referral,US,desktop,1,1,3,0,0
Returning Visitor,fiostrending.verizon.com / referral,US,tablet,1,1,1,0,0
Returning Visitor,firotour.cz / referral,CZ,desktop,1,1,1,0,0
Returning Visitor,fis.unam.mx / referral,AR,desktop,1,1,4,0,0
Returning Visitor,fischer.cz / referral,CZ,tablet,1,1,14,0,0
Returning Visitor,flashservice.xvideos.com / referral,BR,mobile,1,1,3,0,0
Returning Visitor,flightradar24.com / referral,DE,desktop,1,2,4,0,0
Returning Visitor,flipit.com / referral,AR,mobile,1,2,10,0,0
Returning Visitor,flipit.com / referral,PT,mobile,1,4,20,0,0
Returning Visitor,fodors.com / referral,CA,desktop,1,1,2,0,0
Returning Visitor,fodors.com / referral,DE,tablet,1,1,3,0,0
Returning Visitor,fodors.com / referral,GB,tablet,1,1,12,0,0
Returning Visitor,fodors.com / referral,US,tablet,1,2,8,0,0
Returning Visitor,fonnflog.fo / referral,DK,desktop,1,1,1,0,0
Returning Visitor,ford-freizeit.rahmenvereinbarungen.de / referral,DE,desktop,1,1,12,0,0
Returning Visitor,foren.germany.ru / referral,CH,desktop,1,3,5,0,0
Returning Visitor,foren.germany.ru / referral,DE,tablet,1,1,2,0,0
Returning Visitor,foren.germany.ru / referral,FI,desktop,1,1,2,0,0
Returning Visitor,foreveryoungs.nearlyweds.com / referral,US,mobile,1,1,2,0,0
Returning Visitor,forexpf.ru / referral,RU,tablet,1,2,2,0,0
Returning Visitor,forexpf.ru / referral,UA,tablet,1,2,3,0,0
Returning Visitor,forum.autohoje.com / referral,PT,mobile,1,2,4,0,0
Returning Visitor,forum.awd.ru / referral,RU,desktop,1,1,4,0,0
Returning Visitor,forum.gotenerife.ru / referral,DE,desktop,1,1,13,0,0
Returning Visitor,forum.gotenerife.ru / referral,RU,desktop,1,1,0,0,0
Returning Visitor,forum.gotenerife.ru / referral,UA,desktop,1,2,3,0,0
Returning Visitor,forum.littleone.ru / referral,DE,desktop,1,2,5,0,0
Returning Visitor,fr-mg4.mail.yahoo.com / referral,FR,desktop,1,1,11,0,0
Returning Visitor,fr.iberostarfuerteventurapalace.com / referral,BE,mobile,1,1,0,0,0
Returning Visitor,fr.iberostarfuerteventurapalace.com / referral,BE,tablet,1,1,1,0,0
Returning Visitor,fr.iberostarplayagaviotas.com / referral,BE,mobile,1,1,1,0,0
Returning Visitor,fr.iberostarplayagaviotas.com / referral,CH,tablet,1,2,2,0,0
Returning Visitor,fr.iberostarplayagaviotas.com / referral,FR,tablet,1,1,1,0,0
Returning Visitor,fr.iberostarplayagaviotaspark.com / referral,FR,mobile,1,1,1,0,0
Returning Visitor,fr.igraal.com / referral,FR,tablet,1,2,21,0,0
Returning Visitor,fr.pinterest.com / referral,FR,desktop,1,1,1,0,0
Returning Visitor,fr.search.yahoo.com / referral,BR,desktop,1,1,1,0,0
Returning Visitor,fr.search.yahoo.com / referral,CA,desktop,1,1,5,0,0
Returning Visitor,fr.search.yahoo.com / referral,CH,desktop,1,1,17,0,0
Returning Visitor,fr.search.yahoo.com / referral,FR,mobile,1,1,1,0,0
Returning Visitor,freemail.hu / referral,CH,desktop,1,1,5,0,0
Returning Visitor,frommers.com / referral,US,tablet,1,3,16,0,0
Returning Visitor,fsmail02.orange.co.uk / referral,GB,tablet,1,1,9,0,0
Returning Visitor,ftour.otzyv.ru / referral,RU,desktop,1,1,4,0,0
Returning Visitor,ftour.otzyv.ru / referral,RU,tablet,1,1,1,0,0
Returning Visitor,ftour.otzyv.ru / referral,UA,tablet,1,1,1,0,0
Returning Visitor,fuerteinfo.net / referral,DE,desktop,1,1,5,0,0
Returning Visitor,fuerteventurachannel.com / referral,DE,tablet,1,1,4,0,0
Returning Visitor,fuerteventurachannel.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,fwdaff.com / referral,NL,desktop,1,1,2,0,0
Returning Visitor,g1.globo.com / referral,BR,mobile,1,1,3,0,0
Returning Visitor,gametab.myplaycity.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,ganv.mitarbeiterangebote.de / referral,DE,desktop,1,1,14,0,0
Returning Visitor,gateway.zscaler.net / referral,US,desktop,1,1,2,0,0
Returning Visitor,gazetteers.com / referral,GB,desktop,1,1,3,0,0
Returning Visitor,gdenasnet.ru / referral,RU,tablet,1,1,4,0,0
Returning Visitor,gegenbauer.mitarbeiterangebote.de / referral,DE,desktop,1,4,10,0,0
Returning Visitor,generali.mitarbeiterangebote.de / referral,DE,desktop,1,1,19,0,0
Returning Visitor,gentego.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,gestamp-germany.mitarbeiterangebote.de / referral,DE,desktop,1,11,75,1,5022.42
Returning Visitor,gisvid.ru / referral,RU,mobile,1,1,7,0,0
Returning Visitor,globalhealth-academy.de / referral,DE,tablet,1,1,1,0,0
Returning Visitor,globalhealth-academy.de / referral,FR,mobile,1,1,9,0,0
Returning Visitor,globaltravel.bg / referral,BG,desktop,1,1,1,0,0
Returning Visitor,globaltravel.bg / referral,BG,mobile,1,1,1,0,0
Returning Visitor,globaltravel.bg / referral,CY,desktop,1,3,12,0,0
Returning Visitor,globaltravel.bg / referral,DO,mobile,1,2,4,0,0
Returning Visitor,globo.com / referral,BR,desktop,1,1,4,0,0
Returning Visitor,globoesporte.globo.com / referral,BR,mobile,1,1,1,0,0
Returning Visitor,globus.mitarbeiterangebote.de / referral,DE,desktop,1,1,2,0,0
Returning Visitor,gmail.hu / referral,HU,desktop,1,2,7,0,0
Returning Visitor,gnoosi.net / referral,FR,desktop,1,1,6,0,0
Returning Visitor,go.mail.ru / organic,AR,desktop,1,1,0,0,0
Returning Visitor,go.mail.ru / organic,DE,desktop,1,2,2,0,0
Returning Visitor,go.mail.ru / organic,GB,desktop,1,1,1,0,0
Returning Visitor,go.mail.ru / organic,NL,desktop,1,1,51,0,0
Returning Visitor,goblack.info / referral,ES,desktop,1,2,2,0,0
Returning Visitor,gocaribbean.about.com / referral,US,mobile,1,2,12,0,0
Returning Visitor,godominicanrepublic.com / referral,AR,desktop,1,1,2,0,0
Returning Visitor,godominicanrepublic.com / referral,CA,desktop,1,1,5,0,0
Returning Visitor,godominicanrepublic.com / referral,ES,desktop,1,2,4,0,0
Returning Visitor,godominicanrepublic.com / referral,IT,tablet,1,1,3,0,0
Returning Visitor,godominicanrepublic.com / referral,US,desktop,1,1,12,0,0
Returning Visitor,godominicanrepublic.com / referral,VE,desktop,1,1,10,0,0
Returning Visitor,goexcursion.com / referral,UA,desktop,1,1,1,0,0
Returning Visitor,goldbeck.mitarbeiterangebote.de / referral,DE,desktop,1,2,11,0,0
Returning Visitor,golfe.tur.br / referral,BR,desktop,1,1,1,0,0
Returning Visitor,golfempresas.com.br / referral,BR,tablet,1,1,2,0,0
Returning Visitor,golfinthesun.org / referral,CH,desktop,1,1,3,0,0
Returning Visitor,golfinthesun.org / referral,ES,desktop,1,1,1,0,0
Returning Visitor,golfshake.com / referral,GB,mobile,1,1,3,0,0
Returning Visitor,golftravelandleisure.com / referral,FR,desktop,1,1,3,0,0
Returning Visitor,golftravelandleisure.com / referral,US,desktop,1,1,3,0,0
Returning Visitor,golftrophy.expert-technomarkt.de / referral,DE,desktop,1,1,14,0,0
Returning Visitor,golfundhotel.com / referral,DE,tablet,1,1,1,0,0
Returning Visitor,golfundhotel.com / referral,ES,desktop,1,2,5,0,0
Returning Visitor,golsearch.com / referral,ES,desktop,1,1,10,0,0
Returning Visitor,google / (not set),AR,desktop,1,2,28,0,0
Returning Visitor,google / (not set),CA,desktop,1,1,1,0,0
Returning Visitor,google / (not set),EE,desktop,1,1,1,0,0
Returning Visitor,google / (not set),FI,desktop,1,2,2,0,0
Returning Visitor,google / (not set),FR,mobile,1,1,2,0,0
Returning Visitor,google / (not set),GB,mobile,1,1,2,0,0
Returning Visitor,google / (not set),IL,desktop,1,1,1,0,0
Returning Visitor,google / (not set),IS,desktop,1,1,8,0,0
Returning Visitor,google / (not set),LT,desktop,1,1,1,0,0
Returning Visitor,google / (not set),LV,desktop,1,1,2,0,0
Returning Visitor,google / (not set),NO,desktop,1,2,7,0,0
Returning Visitor,google / cpc,AF,desktop,1,1,2,0,0
Returning Visitor,google / cpc,BB,desktop,1,3,25,1,3490.45
Returning Visitor,google / cpc,CR,desktop,1,2,29,0,0
Returning Visitor,google / cpc,CU,desktop,1,1,0,0,0
Returning Visitor,google / cpc,CW,desktop,1,1,1,0,0
Returning Visitor,google / cpc,CY,desktop,1,1,3,0,0
Returning Visitor,google / cpc,DK,mobile,1,1,1,0,0
Returning Visitor,google / cpc,DO,mobile,1,1,1,0,0
Returning Visitor,google / cpc,DO,tablet,1,1,2,0,0
Returning Visitor,google / cpc,DZ,tablet,1,1,1,0,0
Returning Visitor,google / cpc,FI,mobile,1,1,2,0,0
Returning Visitor,google / cpc,GE,desktop,1,1,1,0,0
Returning Visitor,google / cpc,GF,desktop,1,4,16,0,0
Returning Visitor,google / cpc,GG,tablet,1,1,3,0,0
Returning Visitor,google / cpc,GT,desktop,1,1,23,0,0
Returning Visitor,google / cpc,ID,desktop,1,6,22,0,0
Returning Visitor,google / cpc,JO,desktop,1,2,4,0,0
Returning Visitor,google / cpc,KE,desktop,1,1,6,0,0
Returning Visitor,google / cpc,LU,mobile,1,1,1,0,0
Returning Visitor,google / cpc,LV,tablet,1,1,5,0,0
Returning Visitor,google / cpc,MA,tablet,1,1,2,0,0
Returning Visitor,google / cpc,MF,desktop,1,2,4,0,0
Returning Visitor,google / cpc,MT,desktop,1,1,1,0,0
Returning Visitor,google / cpc,PM,desktop,1,2,2,0,0
Returning Visitor,google / cpc,PY,desktop,1,1,3,0,0
Returning Visitor,google / cpc,RE,desktop,1,1,2,0,0
Returning Visitor,google / cpc,SE,tablet,1,1,11,0,0
Returning Visitor,google / cpc,SN,desktop,1,1,3,0,0
Returning Visitor,google / organic,AF,desktop,1,1,3,0,0
Returning Visitor,google / organic,AG,desktop,1,1,1,0,0
Returning Visitor,google / organic,AM,mobile,1,1,1,0,0
Returning Visitor,google / organic,AW,tablet,1,1,1,0,0
Returning Visitor,google / organic,BA,tablet,1,1,1,0,0
Returning Visitor,google / organic,BB,desktop,1,1,2,0,0
Returning Visitor,google / organic,BM,mobile,1,2,4,0,0
Returning Visitor,google / organic,BQ,desktop,1,1,1,0,0
Returning Visitor,google / organic,CG,desktop,1,2,4,0,0
Returning Visitor,google / organic,CI,desktop,1,1,1,0,0
Returning Visitor,google / organic,CI,mobile,1,1,1,0,0
Returning Visitor,google / organic,CM,desktop,1,1,3,0,0
Returning Visitor,google / organic,CM,tablet,1,1,2,0,0
Returning Visitor,google / organic,CN,mobile,1,1,1,0,0
Returning Visitor,google / organic,CW,mobile,1,1,1,0,0
Returning Visitor,google / organic,CY,tablet,1,1,4,0,0
Returning Visitor,google / organic,DJ,desktop,1,1,2,0,0
Returning Visitor,google / organic,FJ,mobile,1,1,18,0,0
Returning Visitor,google / organic,GE,mobile,1,1,4,0,0
Returning Visitor,google / organic,GF,mobile,1,2,2,0,0
Returning Visitor,google / organic,GN,desktop,1,1,1,0,0
Returning Visitor,google / organic,GY,mobile,1,1,3,0,0
Returning Visitor,google / organic,GY,tablet,1,1,2,0,0
Returning Visitor,google / organic,HK,tablet,1,1,2,0,0
Returning Visitor,google / organic,HT,mobile,1,1,2,0,0
Returning Visitor,google / organic,ID,tablet,1,1,1,0,0
Returning Visitor,google / organic,IQ,tablet,1,1,2,0,0
Returning Visitor,google / organic,IR,mobile,1,1,3,0,0
Returning Visitor,google / organic,JP,tablet,1,1,4,0,0
Returning Visitor,google / organic,KE,tablet,1,1,7,0,0
Returning Visitor,google / organic,KH,mobile,1,1,3,0,0
Returning Visitor,google / organic,KH,tablet,1,1,3,0,0
Returning Visitor,google / organic,KZ,mobile,1,1,1,0,0
Returning Visitor,google / organic,LA,mobile,1,1,4,0,0
Returning Visitor,google / organic,LC,desktop,1,1,1,0,0
Returning Visitor,google / organic,LY,desktop,1,2,3,0,0
Returning Visitor,google / organic,LY,mobile,1,1,3,0,0
Returning Visitor,google / organic,MC,mobile,1,1,5,0,0
Returning Visitor,google / organic,ME,tablet,1,1,1,0,0
Returning Visitor,google / organic,MF,mobile,1,2,5,0,0
Returning Visitor,google / organic,MO,desktop,1,1,9,0,0
Returning Visitor,google / organic,MQ,mobile,1,1,2,0,0
Returning Visitor,google / organic,MT,tablet,1,2,2,0,0
Returning Visitor,google / organic,MU,desktop,1,1,3,0,0
Returning Visitor,google / organic,MV,mobile,1,5,28,0,0
Returning Visitor,google / organic,NE,mobile,1,2,3,0,0
Returning Visitor,google / organic,NI,tablet,1,1,2,0,0
Returning Visitor,google / organic,PF,desktop,1,1,1,0,0
Returning Visitor,google / organic,PF,mobile,1,2,40,0,0
Returning Visitor,google / organic,PG,desktop,1,3,9,0,0
Returning Visitor,google / organic,RE,mobile,1,1,0,0,0
Returning Visitor,google / organic,SN,mobile,1,2,2,0,0
Returning Visitor,google / organic,SN,tablet,1,1,1,0,0
Returning Visitor,google / organic,ST,desktop,1,1,1,0,0
Returning Visitor,google / organic,TC,desktop,1,1,4,0,0
Returning Visitor,google / organic,TJ,desktop,1,1,1,0,0
Returning Visitor,google / organic,TT,tablet,1,1,3,0,0
Returning Visitor,google / organic,TW,tablet,1,1,1,0,0
Returning Visitor,google / organic,TZ,mobile,1,1,6,0,0
Returning Visitor,google / organic,UG,mobile,1,2,31,0,0
Returning Visitor,google / organic,UZ,desktop,1,1,2,0,0
Returning Visitor,google / organic,UZ,mobile,1,2,6,0,0
Returning Visitor,google / organic,VC,tablet,1,1,10,0,0
Returning Visitor,google / organic,VG,desktop,1,1,3,0,0
Returning Visitor,google / organic,YE,mobile,1,1,1,0,0
Returning Visitor,google / organic,ZA,tablet,1,1,18,0,0
Returning Visitor,google.at / referral,DO,mobile,1,1,2,0,0
Returning Visitor,google.be / referral,BE,tablet,1,1,3,0,0
Returning Visitor,google.ca / referral,CA,desktop,1,2,2,0,0
Returning Visitor,google.ca / referral,CA,mobile,1,1,3,0,0
Returning Visitor,google.ch / referral,CH,desktop,1,2,7,0,0
Returning Visitor,google.co.uk / referral,GB,desktop,1,1,6,0,0
Returning Visitor,google.com / referral,ES,mobile,1,1,1,0,0
Returning Visitor,google.com.ar / referral,AR,tablet,1,2,7,0,0
Returning Visitor,google.com.bo / referral,BO,desktop,1,1,22,0,0
Returning Visitor,google.com.mx / referral,MX,mobile,1,2,3,0,0
Returning Visitor,google.de / referral,ES,mobile,1,1,2,0,0
Returning Visitor,google.de / referral,IT,desktop,1,1,1,0,0
Returning Visitor,google.fr / referral,FR,desktop,1,3,3,0,0
Returning Visitor,google.fr / referral,FR,tablet,1,1,22,0,0
Returning Visitor,google.nl / referral,NL,mobile,1,2,52,0,0
Returning Visitor,google.nl / referral,NL,tablet,1,1,1,0,0
Returning Visitor,google.pt / referral,PT,desktop,1,1,1,0,0
Returning Visitor,google.se / referral,SE,tablet,1,1,2,0,0
Returning Visitor,googleads.g.doubleclick.net / referral,US,desktop,1,2,16,0,0
Returning Visitor,googleespañol.com / referral,CA,desktop,1,2,5,0,0
Returning Visitor,googleweblight.com / referral,IN,mobile,1,1,1,0,0
Returning Visitor,gosearches.online / referral,PE,desktop,1,2,5,0,0
Returning Visitor,govome.inspsearch.com / referral,BE,desktop,1,1,5,0,0
Returning Visitor,govome4.insppartner.com / referral,BR,desktop,1,1,4,0,0
Returning Visitor,Grand / Amazon,BR,mobile,1,1,2,0,0
Returning Visitor,grandhotelbudapest.com / referral,AU,tablet,1,1,2,0,0
Returning Visitor,grandhotelbudapest.com / referral,CH,desktop,1,1,1,0,0
Returning Visitor,grandhotelbudapest.com / referral,DE,desktop,1,2,5,0,0
Returning Visitor,grandhotelbudapest.com / referral,PT,tablet,1,1,1,0,0
Returning Visitor,grandhotelbudapest.com / referral,TH,tablet,1,2,1,0,0
Returning Visitor,grandhotelmencey.com / referral,AM,desktop,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,AT,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,CH,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,DK,mobile,1,6,6,0,0
Returning Visitor,grandhotelmencey.com / referral,FO,desktop,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,GG,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,GR,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,HU,desktop,1,1,5,0,0
Returning Visitor,grandhotelmencey.com / referral,IS,desktop,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,NL,desktop,1,1,2,0,0
Returning Visitor,grandhotelmencey.com / referral,NO,mobile,1,2,2,0,0
Returning Visitor,grandhotelmencey.com / referral,NO,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,NZ,desktop,1,1,4,1,569.92
Returning Visitor,grandhotelmencey.com / referral,PL,desktop,1,1,0,0,0
Returning Visitor,grandhotelmencey.com / referral,RO,desktop,1,1,2,0,0
Returning Visitor,grandhotelmencey.com / referral,RU,tablet,1,1,1,0,0
Returning Visitor,grandhotelmencey.com / referral,US,desktop,1,1,2,0,0
Returning Visitor,grandhotelmencey.com / referral,ZZ,desktop,1,1,3,0,0
Returning Visitor,grandhotelmirador.com / referral,AT,mobile,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,DE,tablet,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,GB,mobile,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,NO,desktop,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,NO,tablet,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,PE,desktop,1,3,11,0,0
Returning Visitor,grandhotelmirador.com / referral,PT,mobile,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,US,desktop,1,1,1,0,0
Returning Visitor,grandhotelmirador.com / referral,US,tablet,1,1,1,0,0
Returning Visitor,grandhotelportalsnous.com / referral,ES,desktop,1,3,3,0,0
Returning Visitor,grandhotelsalome.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,grandhotelsalome.com / referral,IT,tablet,1,1,2,0,0
Returning Visitor,grouptravel.org / referral,DO,desktop,1,1,1,0,0
Returning Visitor,grupoeuropa.com / referral,ES,desktop,1,1,1,0,0
Returning Visitor,gsc.gobiernodecanarias.net / referral,ES,desktop,1,1,1,0,0
Returning Visitor,gta-neptun.si / referral,SI,desktop,1,1,1,0,0
Returning Visitor,guia-puntacana.com / referral,DO,desktop,1,1,2,0,0
Returning Visitor,guiaviajarmelhor.com / referral,BR,desktop,1,1,1,0,0
Returning Visitor,gutschein.schnaeppchenfuchs.com / referral,DE,tablet,1,1,1,0,0
Returning Visitor,gutschein.schnaeppchenfuchs.com / referral,TN,tablet,1,2,11,0,0
Returning Visitor,gutscheine.de / referral,DE,tablet,1,1,8,0,0
Returning Visitor,gutscheine.focus.de / referral,DE,tablet,1,5,22,0,0
Returning Visitor,gutscheine.t-online.de / referral,DE,mobile,1,5,7,0,0
Returning Visitor,gutscheinrausch.de / referral,DE,mobile,1,1,5,0,0
Returning Visitor,gutscheinsammler.de / referral,AT,desktop,1,1,3,0,0
Returning Visitor,gutscheinsammler.de / referral,CH,desktop,1,1,1,0,0
Returning Visitor,gutscheinsammler.de / referral,DE,tablet,1,1,25,0,0
Returning Visitor,h.fb.com / referral,BR,mobile,1,1,1,0,0
Returning Visitor,haat.vanesa-tuomas.com / referral,FI,tablet,1,1,2,0,0
Returning Visitor,hah.hu / referral,HU,desktop,1,1,1,0,0
Returning Visitor,havanatur.ru / referral,RU,tablet,1,1,2,0,0
Returning Visitor,hawaiil5m5.blog.fc2.com / referral,GB,desktop,1,1,3,0,0
Returning Visitor,hccrs.ecnex.com / referral,MX,tablet,1,1,1,0,0
Returning Visitor,hcp54.de / referral,DE,desktop,1,1,2,0,0
Returning Visitor,headwater.com / referral,GB,tablet,1,2,10,0,0
Returning Visitor,heymammy.com / referral,IE,desktop,1,1,3,0,0
Returning Visitor,hib.ab-in-den-urlaub.de / referral,DE,desktop,1,1,6,0,0
Returning Visitor,hic.travel-it.com / referral,DE,desktop,1,1,1,0,0
Returning Visitor,hirukide.com / referral,ES,tablet,1,1,4,0,0
Returning Visitor,hlx.com / referral,DE,desktop,1,2,6,0,0
Returning Visitor,holeinthedonut.com / referral,CA,desktop,1,1,1,0,0
Returning Visitor,holeinthedonut.com / referral,CA,tablet,1,2,9,0,0
Returning Visitor,holeinthedonut.com / referral,GB,desktop,1,1,1,0,0
Returning Visitor,holeinthedonut.com / referral,US,tablet,1,1,7,0,0
Returning Visitor,holiday-weather.com / referral,BE,desktop,1,1,0,0,0
Returning Visitor,holiday-weather.com / referral,CA,mobile,1,1,2,0,0
Returning Visitor,holiday-weather.com / referral,CA,tablet,1,1,3,0,0
Returning Visitor,holiday-weather.com / referral,CH,mobile,1,1,1,0,0
Returning Visitor,holiday-weather.com / referral,US,tablet,1,1,27,0,0
Returning Visitor,Holidaycheck / referral,AT,mobile,1,1,3,0,0
Returning Visitor,Holidaycheck / referral,AT,tablet,1,1,1,0,0
Returning Visitor,Holidaycheck / referral,CH,mobile,1,1,7,0,0
Returning Visitor,Holidaycheck / referral,CZ,desktop,1,1,4,0,0
Returning Visitor,Holidaycheck / referral,HU,desktop,1,1,4,0,0
Returning Visitor,Holidaycheck / referral,IE,desktop,1,1,2,0,0
Returning Visitor,Holidaycheck / referral,TN,desktop,1,1,2,0,0
Returning Visitor,Holidaycheck / referral,US,desktop,1,1,4,0,0
Returning Visitor,Holidaycheck / referral,ZZ,desktop,1,1,11,0,0
Returning Visitor,holidaycheck.at / referral,AT,desktop,1,1,1,0,0
Returning Visitor,holidaycheck.com / referral,CA,tablet,1,1,1,0,0
Returning Visitor,holidaycheck.com / referral,CH,mobile,1,1,1,0,0
Returning Visitor,holidaycheck.com / referral,GB,tablet,1,1,5,0,0
Returning Visitor,holidaycheck.com / referral,NO,mobile,1,1,6,0,0
Returning Visitor,holidaycheck.cz / referral,CZ,mobile,1,1,1,0,0
Returning Visitor,holidaycheck.pl / referral,DE,tablet,1,1,4,0,0
Returning Visitor,holidaycheck.pl / referral,PL,mobile,1,7,18,0,0
Returning Visitor,holidaypirates.kayak.co.uk / referral,GB,tablet,1,1,13,0,0
Returning Visitor,holidaysplease.co.uk / referral,IL,desktop,1,2,3,0,0
Returning Visitor,home.myhughesnet.com / referral,US,desktop,1,1,9,0,0
Returning Visitor,honeyfund.com / referral,US,mobile,1,2,2,0,0
Returning Visitor,honeymoons.about.com / referral,US,mobile,1,1,5,0,0
Returning Visitor,hoteis.com / referral,BR,desktop,1,1,2,0,0
Returning Visitor,hotel-express.com / referral,NO,desktop,1,1,2,0,0
Returning Visitor,hoteldelasletras.com / referral,AR,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,AT,desktop,1,2,4,0,0
Returning Visitor,hoteldelasletras.com / referral,AU,desktop,1,2,2,0,0
Returning Visitor,hoteldelasletras.com / referral,BE,tablet,1,1,2,0,0
Returning Visitor,hoteldelasletras.com / referral,BR,desktop,1,2,3,0,0
Returning Visitor,hoteldelasletras.com / referral,CZ,mobile,1,1,2,0,0
Returning Visitor,hoteldelasletras.com / referral,DE,tablet,1,2,8,0,0
Returning Visitor,hoteldelasletras.com / referral,DK,desktop,1,1,3,0,0
Returning Visitor,hoteldelasletras.com / referral,DK,mobile,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,EC,desktop,1,1,3,0,0
Returning Visitor,hoteldelasletras.com / referral,FI,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,FR,mobile,1,2,2,0,0
Returning Visitor,hoteldelasletras.com / referral,GB,mobile,1,3,3,0,0
Returning Visitor,hoteldelasletras.com / referral,HR,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,IL,mobile,1,1,2,0,0
Returning Visitor,hoteldelasletras.com / referral,IT,tablet,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,LB,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,NL,tablet,1,2,3,0,0
Returning Visitor,hoteldelasletras.com / referral,PL,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,PT,tablet,1,1,2,0,0
Returning Visitor,hoteldelasletras.com / referral,QA,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,SE,tablet,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,TR,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,US,tablet,1,3,3,0,0
Returning Visitor,hoteldelasletras.com / referral,VE,desktop,1,1,1,0,0
Returning Visitor,hoteldelasletras.com / referral,ZA,mobile,1,1,1,0,0
Returning Visitor,hotels-scanner.com / referral,UA,desktop,1,1,5,0,0
Returning Visitor,hotels.com / referral,US,desktop,1,1,2,0,0
Returning Visitor,hotels.findhotel.net / referral,CH,desktop,1,2,2,0,0
Returning Visitor,hotels.sletat.ru / referral,KZ,mobile,1,1,14,0,0
Returning Visitor,hotels.sletat.ru / referral,UA,desktop,1,1,0,0,0
Returning Visitor,hotels.turizm.ru / referral,RU,mobile,1,1,2,0,0
Returning Visitor,hotelsandestinations.com / referral,ES,desktop,1,4,20,0,0
Returning Visitor,hotelscombined.se / referral,SE,tablet,1,1,1,0,0
Returning Visitor,hotelspeconline.com / referral,GB,desktop,1,1,1,0,0
Returning Visitor,hotspot.zoox / referral,BR,mobile,1,1,2,0,0
Returning Visitor,hotukdeals.digidip.net / referral,GB,desktop,1,1,13,0,0
Returning Visitor,hotukdeals.digidip.net / referral,GB,mobile,1,1,1,0,0
Returning Visitor,houseoftravelwaco.com / referral,US,desktop,1,2,22,0,0
Returning Visitor,hpamvt.corp.google.com / referral,IN,desktop,1,5,158,0,0
Returning Visitor,hperformanceonline.com / referral,US,desktop,1,1,2,0,0
Returning Visitor,hvj.mitarbeiterangebote.de / referral,DE,desktop,1,1,1,0,0
Returning Visitor,i-reductions.ch / referral,CH,desktop,1,1,5,0,0
Returning Visitor,iasbweb.org / referral,GB,desktop,1,1,1,0,0
Returning Visitor,ib-board.com / referral,CA,desktop,1,1,1,0,0
Returning Visitor,ib-board.com / referral,GB,desktop,1,1,2,0,0
Returning Visitor,ib-board.com / referral,NL,desktop,1,1,1,0,0
Returning Visitor,ib-board.com / referral,US,mobile,1,1,1,0,0
Returning Visitor,ib-board.com / referral,US,tablet,1,1,2,0,0
Returning Visitor,iberoserviceinternational.com / referral,BR,desktop,1,2,7,0,0
Returning Visitor,iberostar-hotels.asia / referral,GB,desktop,1,1,7,0,0
Returning Visitor,iberostar-marca.dev / referral,ES,desktop,1,3,10,0,0
Returning Visitor,iberostar.epreselec.com / referral,DE,desktop,1,1,2,0,0
Returning Visitor,iberostar.epreselec.com / referral,DO,mobile,1,2,7,0,0
Returning Visitor,iberostar.epreselec.com / referral,FR,desktop,1,1,1,0,0
Returning Visitor,iberostar.epreselec.com / referral,GB,desktop,1,1,2,0,0
Returning Visitor,iberostar.epreselec.com / referral,GB,tablet,1,2,14,0,0
Returning Visitor,iberostar.epreselec.com / referral,IT,desktop,1,1,7,0,0
Returning Visitor,iberostar.epreselec.com / referral,LK,desktop,1,1,1,0,0
Returning Visitor,iberostar.epreselec.com / referral,MX,desktop,1,1,8,0,0
Returning Visitor,iberostar.epreselec.com / referral,NL,mobile,1,1,1,0,0
